Source	Target	Change
Ts'oka'an wáaj a beele'ex	Ts'oka'an wáaj k beel	PERSON:1_PL
Ma' táan ek bin ich kooli'	Ma' táan ek bin ich kooli'	NOCHANGE
Ma' tin wiliko'ob tu k'íiwikil koonol	Ma' ta wiliken tu k'íiwikil koonol	PERSON:2_SI
Táan a bin koonol tu k'íiwikil koonol	Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Jayp'éel ja'ab yaanten	Jayp'éel ja'ab yaanten	NOCHANGE
Yaan wáaj in jóok'ol koonol tu k'íiwikil koonol	Ts'o'ok wáaj in jóok'ol koonol tu k'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
Te'exe' áak'ab ka bine'ex tu k'íiwikil koonol	Te'exe' áak'ab ka bine'ex tu k'íiwikil koonol	NOCHANGE
To'one' k báaxal paarkée	To'one' k báaxal paarkée	NOCHANGE
Yaan u jochiko'ob chak nal tu koolo'ob	Yaan a jochik chak nal ta kool	PERSON:2_SI
Ma' táan a bine'ex ich kooli'	Ma' táan u bino'ob ich kooli'	PERSON:3_PL
Kin bin koonol tu k'íiwikil koonol	k'a'abéet in bin koonol tu k'íiwikil koonol	ASPECT:OBL
Ma' tin wilike'ex tu k'íiwikil koonol	Ma' ta wiliken tu k'íiwikil koonol	PERSON:2_SI
Tan in k'íilkab	Tan in k'íilkab	NOCHANGE
To'one kek bin páak ich kool	Teche' ka bin páak ich kool	PERSON:2_SI
Kin in suut koonol merkaado	Káaj in suut koonol merkaado	ASPECT:BEG;TENSE:PAS_SIM
K'a'abéet in manik ya'abach ba'alob tu k'íiwikil koonol	Táant in manik ya'abach ba'alo'ob tu k'íiwikil koonole'	ASPECT:IMM;TENSE:PAS_SIM
Ma' táan k bin koonol merkaadoi'	Ma' táan k bin koonol merkaadoi'	NOCHANGE
Jweenen tu k'íiwikil koonol	Jweenen tu k'íiwikil koonol	NOCHANGE
Ma' táan u bino'ob koonol tu k'íiwikil koonol	Ma' táan k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Leti'e' yaan wáaj meyaj ti' biología	To'onen yaanto'on wáaj meyaj ti' biología	PERSON:1_PL
Leti'o'obe' ku yu'ubiko'ob ooxol	Leti'o'obe' ku yu'ubiko'ob ooxol	NOCHANGE
Leti'e' ma' áak'ab wáaj ku bin tu k'íiwikil koonoli'	Leti'e' ma' áak'ab wáaj ku bin tu k'íiwikil koonoli'	NOCHANGE
Táan k xook tu naajil xook	Táan u xook tu naajil xook	PERSON:3_SI
Teche' ti' kajakbalech tu yotoche'	Leti'obe' ti' kajakbalo'ob tu yotoche'	PERSON:3_PL
To'one' ma' jbúulo'oni'	Leti'e' ma' jbúuli'	PERSON:3_SI
leti'e ku báaxal tu naajil xook	leti'e ku báaxal tu naajil xook	NOCHANGE
Ma' in wojel bix u k'aaba'i'	Ma' in wojel bix u k'aaba'i'	NOCHANGE
Táan u kaxtik a najil	Tu kaxtik a najil	PERSON:3_SI
Taak in suut koonol merkaado	Káaj in suut koonol merkaado	ASPECT:BEG;TENSE:PAS_SIM
Ma' ta wu'uyike'ex ooxoli'	Ma' tu yu'ubiko'ob ooxoli'	PERSON:3_PL
Táan a báaxal tu naajil báaxal	Táan u báaxal tu naajil báaxal	PERSON:3_SI
Táan a meyaj ich kool	Táan a meyaj ich kool	NOCHANGE
Teche' Yaan tech meyaj biología	To'onen yaanto'on meyaj biología	PERSON:1_PL
Ka'abeje' yaan u bino'ob koonol	Ka'abeje' yaan a bin koonol	PERSON:2_SI
Mix te'ex kajakbale'ex ta wotoch	Ma' kajakbale'ex tin wotochi'	PERSON:2_PL
Táan ek kaxtik a wotoch	Táan ek kaxtik a wotoch	NOCHANGE
Ma' jach k'a'abéet u bin k'íiwikil koonoli'	Ma' jach k'a'abéet u bin k'íiwikil koonoli'	NOCHANGE
Yaan a xook tu naajil xook	Yaan a xooke'ex xook tu naajil xook	PERSON:2_PL
Yaan a suute'ex xook tu naajil xook	Yaan a suut tu naajil xook	PERSON:2_SI
Ma' tu yu'ubiko'ob wáaj ooxoli'	Ma' tek u'uyik wáaj ooxoli'	PERSON:1_PL
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Jach k'a'abéet in bin merkaado	Jach k'a'abéet u bino'ob merkaado	PERSON:3_PL
Yaan wáaj u xooko'ob tu naajil xook	Yaan wáaj a xooke'ex xook tu naajil xook	PERSON:2_PL
Ba'atelnajech te' tu kúuchil báaxalo'	Ba'atelnajech te' tu kúuchil báaxalo'	NOCHANGE
Yaan u báaxalo'ob tu naajil báaxal	Yaan u báaxal tu naajil báaxal	PERSON:3_SI
Suuk in bin koonol tu k'íiwikil koonol	k'a'abéet in bin koonol tu k'íiwikil koonol	ASPECT:OBL
Yaan wáaj a bin ich kool	Yaan wáaj u bino'ob ich kool	PERSON:3_PL
Táan u suut tu naajil xook	Táan u suuto'ob tu naajil xook	PERSON:3_PL
Te' u taalo'ob tu kaajil Kopomae'	Te' u taalo'ob tu kaajil Kopomae'	NOCHANGE
Teche' ka bin páak ich kool	Teche' ka bin páak ich kool	NOCHANGE
Ma' táan a bine'ex koonol merkaadoi'	Ma' táan u bino'ob koonol merkaadoi'	PERSON:3_PL
Yaan wáaj u xooko'ob tu naajil xook	Yaan wáaj k xook tu naajil xook	PERSON:1_PL
Jbinen yéetel in éetailo'ob tu k'íiwikil koonol	Jbinen yéetel in éetailo'ob tu k'íiwikil koonol	NOCHANGE
k'aaynaje'ex tu naajil xook	k'aaynajo'ob tu naajil xook	PERSON:3_PL
Jach k'a'abéet u bino'ob tu koolo'ob	Jach k'a'abéet u bino'ob tu koolo'ob	NOCHANGE
Ta'aytak k chukik u ja'abil	Ta'aytak a chukik u ja'abil	PERSON:2_SI
Te'exe' yaante'ex xook ti' español	Te'exe' yaante'ex xook ti' español	NOCHANGE
Yaan a suut tu naajil xook	Yaan u suuto'ob tu naajil xook	PERSON:3_PL
Ma' a wojel u ja'abili'	Ma' u yojelo'ob u ja'abili'	PERSON:3_PL
Yaan a xooke'ex xook tu naajil xook	Yaan a xook tu naajil xook	PERSON:2_SI
Ma' ta wu'uyik ooxoli'	Ma' tu yu'ubiko'ob ooxoli'	PERSON:3_PL
Yaan in bin koonol tu k'íiwikil koonol	Suuk in bin koonol tu k'íiwikil koonol	ASPECT:CUS
Táan in kaaxtik a wotoch	Táan in kaaxtik a wotoch	NOCHANGE
Suuk in bin koonol tu k'íiwikil koonol	Taak in bin koonol tu k'íiwikil koonol	ASPECT:DES
Taak in suut koonol merkaado	Yaan in suut koonol merkaado	ASPECT:COM
Teche' a jatsmajabáaj	To'one' k jatsmajekbáaj	PERSON:1_PL
Ma' u ya'aliko'ob u k'aaba'	Ma' u ya'aliko'ob u k'aaba'	NOCHANGE
Táan a bine'ex koonol merkaado	Táan u bin koonol merkaado	PERSON:3_SI
Táan wáaj u báaxalo'ob tu naajil báaxal	Táan wáaj u báaxalo'ob tu naajil báaxal	NOCHANGE
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Ka'abeje' yaan u bino'ob koonol	Ka'abeje' yaan a bine'ex koonol	PERSON:2_PL
Te'exe' jbine'ex yéetel a éetailo'ob tu k'íiwikil koonol	Leti'obe' jbino'ob yéetel u éetailo'ob tu k'íiwikil koonol	PERSON:3_PL
Táan wáaj k bin koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Leti'e' ajkoonol	Leti'e' ajkoonol	NOCHANGE
ka ts'íib tu naajil xook	ka ts'íibe'ex tu naajil xook	PERSON:2_PL
Tu'ux k'íiwikil koonol suuk a jóok'ol koonol	Tu'ux k'íiwikil koonol káaj a jóok'ol koonol	ASPECT:BEG;TENSE:PAS_SIM
jayp'éel k'iino'ob ku bino'ob tu k'íiwikil koonol	Jayp'éel k'iino'ob ka bine'ex tu k'íiwikil koonol	PERSON:2_PL
Táan u meyaj tu kool	Táan a meyaje'ex ich kool	PERSON:2_PL
To'one' k báaxal paarkée	Te'exe' ka báaxale'ex paarkée	PERSON:2_PL
k'a'abéet in bin koonol tu k'íiwikil koonol	Yaan in bin koonol tu k'íiwikil koonol	ASPECT:COM
Táan a míistik a wotoch	Táan a míistik a wotoch	NOCHANGE
Ook'in a bin merkaado	Ook'in a bin merkaado	NOCHANGE
Teche' ti' a taali'	Leti'e' ti' u taali'	PERSON:3_SI
Leti'e' ku báaxal paarkée	Leti'obe' ku báaxalo'ob paarkée	PERSON:3_PL
Tene' ma' ts'oka'an in beeli'	Tene' ma' ts'oka'an in beeli'	NOCHANGE
Leti'obe' ma' ts'oka'an u beelo'obi'	Ma' ts'oka'an u beelo'obi'	TYPE:NEG;SUBTYPE:DEC
Táan a meyaje'ex ich kool	Táan a meyaje'ex ich kool	NOCHANGE
Yaan u boono'ob tu naajil xook	Yaan u boon tu naajil xook	PERSON:3_SI
Ma' ts'oka'an a beeli'	Ma' ts'oka'an a beele'exi'	PERSON:3_PL
Jbinech yéetel a éetailo'ob tu k'íiwikil koonol	Jbinech yéetel a éetailo'ob tu k'íiwikil koonol	NOCHANGE
Ma' wáaj tu bin merkaado	Ma' wáaj tu bin merkaado	NOCHANGE
Yaan wáaj ti' te'ex kex 17 ja'abo'ob	Yaan wáaj ti' te'ex kex 17 ja'abo'ob	NOCHANGE
Yaan wáaj a boon tu naajil xook	Yaan wáaj a boon tu naajil xook	NOCHANGE
Ook'in a bine'ex ta koole'ex	Ook'in u bino'ob tu koolo'ob	PERSON:3_PL
J-jaanech merkaado	J-jaanech merkaado	NOCHANGE
Táan u báaxal tu naajil báaxal	Táan u báaxal tu naajil báaxal	NOCHANGE
Te'exe' ma' jbúule'ex wáaj	Te'exe' ma' jbúule'ex wáaj	NOCHANGE
Suuk in manik ya'abach ba'alob tu k'íiwikil koonol	K'a'abéet in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:OBL
Jach k'a'abéet in bin tu k'íiwikil koonol	Jach k'a'abéet u bin tu k'íiwikil koonol	PERSON:3_SI
Ma' taak in bin maan tu k'íiwikil koonoli'	Ma' káaj in bin maan tu k'íiwikil koonoli'	ASPECT:BEG;TENSE:PAS_SIM
Te' u taalo'ob tu kaajil Kopomae'	Te' k taal tu kaajil Kopomae'	PERSON:1_PL
Máax yéetel k'a'abéet a bin koonol tu kúuchil báaxal	Máax yéetel táan a bin koonol tu kúuchil báaxal	SUBTYPE:DEC;ASPECT:PRG
Táan wáaj a xooke'ex xook tu naajil xook	Táan wáaj u xooko'ob tu naajil xook	PERSON:3_PL
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Táan k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Tu'ux kajakbal	Tu'ux kajakbale'ex	PERSON:2_PL
Te'exe' ma' jbúule'exi'	Te'exe' ma' jbúule'exi'	NOCHANGE
Ma' kajakbale'ex tin wotochi'	Mix leti' kajakbal ta wotoch	PERSON:3_SI
Te'exe' ka wu'uyike'ex wáaj ooxol	Leti'o'obe' ku yu'ubiko'ob ooxol	PERSON:3_PL
Yaan k xook tu naajil xook	Yaan k xook tu naajil xook	NOCHANGE
To'one' ma' jbúulo'oni'	Te'exe' ma' jbúule'exi'	PERSON:2_PL
To'one' k báaxal paarkée	Teche' ka báaxal paarkée	PERSON:2_SI
Táan a meyaj ich kool	Táan u meyaj tu kool	PERSON:3_SI
Ma' kajakbalo'on tin wotochi'	Ma' kajakbalo'on tin wotochi'	NOCHANGE
ku yu'ubik wáaj ooxol	To'one' k u'uyik wáaj ooxol	PERSON:1_PL
Tene' ma' áak'ab kin bin merkaadoi'	Tene' ma' áak'ab kin bin merkaadoi'	NOCHANGE
Leti'obe' ti' kajakbalo'ob tu yotoche'	Teche' ti' kajakbalech tu yotoche'	PERSON:2_SI
Táan u suuto'ob tu naajil xook	Táan u suut tu naajil xook	PERSON:3_SI
Táan u boono'ob tu naajil xook	Táan k boon tu naajil xook	PERSON:1_PL
Táan u bin koonol tu k'íiwikil koonol	Táan a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Teche' ajkoonolech ichil merkaado	Te'exe' ajkoonole'ex ichil merkaado	PERSON:2_PL
Jach k'a'abéet u bin tu kool	Jach k'a'abéet u bin tu kool	NOCHANGE
Táan u suuto'ob tu naajil xook	Táan u suuto'ob tu naajil xook	NOCHANGE
Jayp'éel k'iino'ob ka bine'ex tu k'íiwikil koonol	Jayp'éel k'iino'ob ku bin tu k'íiwikil koonol	PERSON:3_SI
Leti'e' ti' u taali'	To'one' ti' in taalo'oni'	PERSON:1_PL
Táan u xook tu naajil xook	Táan u xook tu naajil xook	NOCHANGE
Yaan in k'aay te' paarkéeo'	Yaan in k'aay te' paarkéeo'	NOCHANGE
Ts'o'ok in bin koonol tu k'íiwikil koonol	Ts'o'ok in bin koonol tu k'íiwikil koonol	NOCHANGE
Ta'aytak a chukik u ja'abil	Ta'aytak a chukik u ja'abil	NOCHANGE
Ma' ti' u taalo'obi'	Ma' ti' u taalo'obi'	NOCHANGE
To'one' k u'uyik wáaj ooxol	Leti'o'obe' ku yu'ubiko'ob ooxol	PERSON:3_PL
Ma' wáaj u chuko'ob u ja'abili'	Ma' wáaj u chuko'ob u ja'abili'	NOCHANGE
Táan a báaxale'ex báaxal tu naajil báaxal	Táan k báaxal tu naajil báaxal	PERSON:1_PL
Jach k'a'abéet u bino'ob tu k'íiwikil koonol	Jach k'a'abéet a bine'ex tu k'íiwikil koonol	PERSON:2_PL
Yaan u báaxalo'ob tu naajil báaxal	Yaan k báaxal tu naajil báaxal	PERSON:1_PL
Teche' Yaan tech xook ti' español	To'onen yaanto'on xook ti' español	PERSON:1_PL
Ta núukaje'ex buka'aj a ja'abile'ex	Tu núukaj buka'aj u ja'abil	PERSON:3_SI
Táan a meyaje'ex ich kool	Táan a meyaj ich kool	PERSON:2_SI
Yaan wáaj k xook tu naajil xook	Yaan wáaj a xooke'ex xook tu naajil xook	PERSON:2_PL
Ma' kajakbalen tin wotochi'	Ma' kajakbalen tin wotochi'	NOCHANGE
Te'exe' yaante'ex u áanalte'il u xookil matemáticas	Leti'e' yaan u áanalte'il u xook matemáticas	PERSON:3_SI
K'a'abéet in suut koonol merkaado	Táant in suut koonol merkaadoe'	ASPECT:IMM;TENSE:PAS_SIM
Táan a boone'ex xook tu naajil xook	Táan k boon tu naajil xook	PERSON:1_PL
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Ma' ta wiliken tu k'íiwikil koonol	Ma' ta wiliken tu k'íiwikil koonol	NOCHANGE
K'a'abéet in wilikech te' tu kúuchil báaxalo'	Kin wilikech te' tu kúuchil báaxalo'	ASPECT:HAB
A wojel tu'ux u taal	Ma' a wojel tu'ux u taali'	TYPE:NEG;SUBTYPE:DEC
Jweeno'ob ich kool	Jweenech ich kool	PERSON:2_SI
Táan wáaj a boone'ex xook tu naajil xook	Táan wáaj u boon tu naajil xook	PERSON:3_SI
Tan a k'íilkab	Tan a k'íilkabe'ex	PERSON:2_PL
Yaan wáaj u xook tu naajil xook	Yaan wáaj u xook tu naajil xook	NOCHANGE
Ma' u yojel u ja'abili'	Ma' u yojel u ja'abili'	NOCHANGE
Jayp'éel k'iino'ob ku bino'ob merkaado	Jayp'éel k'iino'ob ka bine'ex merkaado	PERSON:2_PL
To'one' kek bin paak'áal ich kool	To'one' kek bin paak'áal ich kool	NOCHANGE
Táan a bin koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan a boon tu naajil xook	Yaan u boono'ob tu naajil xook	PERSON:3_PL
Yaan in bin koonol tu k'íiwikil koonol	Yaan in bin koonol tu k'íiwikil koonol	NOCHANGE
Ook'in a bine'ex ta koole'ex	Ook'in a bine'ex ta koole'ex	NOCHANGE
Ma' tin wiliko'ob tu k'íiwikil koonol	Ma' tin wilikech tu k'íiwikil koonol	PERSON:1_SI
Ma' táan u bin koonol merkaadoi'	Ma' táan u bino'ob koonol merkaadoi'	PERSON:3_PL
K'a'abéet in manik suuts' pak'áal tu k'íiwikil koonol	Kin manik nikte'ob tu k'íiwikil koonol	ASPECT:HAB
K'a'abéet in manik ya'abach ba'alob tu k'íiwikil koonol	K'a'abéet in manik ya'abach ba'alob tu k'íiwikil koonol	NOCHANGE
Yaan wáaj u xook tu naajil xook	Yaan wáaj a xooke'ex xook tu naajil xook	PERSON:2_PL
Leti'e' ma' táan u bin koonol tu k'íiwikil koonol	Ma' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Yaan wáaj a bin koonol merkaado	Yaan wáaj k bin koonol merkaado	PERSON:1_PL
Ma' tu yu'ubik ooxoli'	Ma' ta wu'uyik ooxoli'	PERSON:2_SI
Teche' kajakbalech weye'	Leti'obe' kajakbalo'ob weye'	PERSON:3_PL
Táan k suut tu naajil xook	Táan a suute'ex xook tu naajil xook	PERSON:2_PL
Teche' a jatsmajabáaj	Leti'e' u jatsmajubáaj	PERSON:3_SI
Te' a taale'ex tu kaajil Kopomae'	Te' u taal tu kaajil Kopomae'	PERSON:3_SI
Yaan k xook tu naajil xook	Yaan a xooke'ex xook tu naajil xook	PERSON:2_PL
Leti'e' kajakbal weye'	To'one' kajakbalo'on weye'	PERSON:1_PL
Ma' u yojelo'ob u ja'abili'	Ma' u yojel u ja'abili'	PERSON:3_SI
Tene' áak'ab kin bin tu k'íiwikil koonol	Tene' áak'ab kin bin tu k'íiwikil koonol	NOCHANGE
Ma' tan a k'íilkabi'	Ma' tan a k'íilkabi'	NOCHANGE
Táan ek kaxtik a najil	Táan u kaxtiko'ob a naajil	PERSON:3_PL
Yaan u báaxalo'ob tu naajil báaxal	Yaan a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Te'exe' áak'ab wáaj ka bine'ex merkaado	Te'exe' áak'ab wáaj ka bine'ex merkaado	NOCHANGE
Ma' ts'oka'an in beeli'	Tene' ma' ts'oka'an in beeli'	TYPE:NEG;SUBTYPE:DEC
Ma' kajakbalo'ob tin wotochi'	Ma' kajakbal tin wotochi'	PERSON:3_SI
Yaan u xooko'ob tu naajil xook	Yaan a xooke'ex xook tu naajil xook	PERSON:2_PL
Teche' ka báaxal paarkée	Leti'e' ku báaxal paarkée	PERSON:3_SI
Ma' ta wilaj u sáastal ta kaajali'	Ma' ta wilaj u sáastal ta kaajali'	NOCHANGE
To'one' ts'oka'an wáaj k beel	Te'exe' ts'oka'an wáaj a beele'ex	PERSON:2_PL
Teche' a k'aaba'e'	Te'exe' a k'aaba'exe'	ASPECT:HAB;PERSON:2_PL
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Leti'e' áak'ab ku bin merkaado	Te'exe' áak'ab ka bine'ex merkaado	PERSON:2_PL
Suuk in bin koonol tu k'íiwikil koonol	Kin bin koonol tu k'íiwikil koonol	ASPECT:HAB
Yaan a báaxale'ex báaxal tu naajil báaxal	Yaan a báaxale'ex báaxal tu naajil báaxal	NOCHANGE
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Ts'oka'an wáaj u beel	Ts'oka'an wáaj a beel	PERSON:2_SI
Yaan wáaj u bino'ob ich kool	Yaan wáaj a bine'ex ich kool	PERSON:2_PL
Jach k'a'abéet in bin tu k'íiwikil koonol	Jach k'a'abéet in bin tu k'íiwikil koonol	NOCHANGE
Leti'obe' ti' kajakbalo'ob tu yotoche'	Leti'e' ti' kajakbal tu yotoche'	PERSON:3_SI
Ma' táan a bine'ex ich kooli'	Ma' táan a bine'ex ich kooli'	NOCHANGE
Ko'one'ex ich kool	Ko'one'ex ich kool	NOCHANGE
Táan u kaxtiko'ob a wotoch	Táan ek kaxtik a wotoch	PERSON:1_PL
Jweene'ex ich kool	Jweene'ex ich kool	NOCHANGE
Ma' táan a bin koonol merkaadoi'	Ma' táan k bin koonol merkaadoi'	PERSON:3_PL
Ook'in a bin ich kool	Ook'in a bine'ex ta koole'ex	PERSON:2_PL
Taak in bin koonol tu k'íiwikil koonol	Suuk in bin koonol tu k'íiwikil koonol	ASPECT:CUS
Ma' ts'oka'an a beele'exi'	Ma' ts'oka'an a beeli'	PERSON:2_SI
Tin kaxtik a najil	Tin kaxtik a najil	NOCHANGE
Ma' ts'oka'an k beeli'	Ma' ts'oka'an u beeli'	PERSON:3_SI
Ma' ta wu'uyike'ex ooxoli'	Ma' tu yu'ubiko'ob ooxoli'	PERSON:3_PL
Kin wilike'ex merkaado	Ka wiliken merkaado	PERSON:2_SI
Te'exe' áak'ab ka bine'ex merkaado	Te'exe' áak'ab ka bine'ex merkaado	NOCHANGE
Táan in wilikech te' tu kúuchil báaxalo'	K'a'abéet in wilikech te' tu kúuchil báaxalo'	ASPECT:OBL
Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	NOCHANGE
Jsa'atech wáaj te' paarkéeo'	Bix a sa'atal paarkée	SUBTYPE:INT;ASPECT:NA;ADVTENSE:A
Ma' k'a'abéet in bin maan tu k'íiwikil koonoli'	Ma' k'a'abéet in bin maan tu k'íiwikil koonoli'	NOCHANGE
Ma' u yojelo'ob u ja'abili'	Ma' u yojelo'ob u ja'abili'	NOCHANGE
Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
leti'e ku báaxal tu naajil xook	te'exe' ka báaxale'ex tu naajil xook	PERSON:2_PL
Tan a k'íilkab	Tan u k'íilkabo'ob	PERSON:3_PL
Táan k bin koonol merkaado	Táan u bino'ob koonol merkaado	PERSON:3_PL
Jayp'éel k'iino'ob ku bin merkaado	Jayp'éel k'iino'ob ka bine'ex merkaado	PERSON:2_PL
Táan u bin tu kool	Táan u bin tu kool	NOCHANGE
Yaan in suut koonol merkaado	Suuk in suut koonol merkaado	ASPECT:CUS
Suuk in manik ya'abach ba'alob tu k'íiwikil koonol	Ts'o'ok in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
Táan wáaj a báaxal tu naajil báaxal	Táan wáaj a báaxal tu naajil báaxal	NOCHANGE
Táan wáaj u báaxalo'ob tu naajil báaxal	Táan wáaj a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Te'exe' ma' jbúule'ex wáaj	Leti'e' ma' jbúul wáaj	PERSON:3_SI
Leti'e' ti' kajakbal tu yotoche'	Leti'obe' ti' kajakbalo'ob tu yotoche'	PERSON:3_PL
Teche' ts'oka'an wáaj a beel	Te'exe' ts'oka'an wáaj a beele'ex	PERSON:2_PL
Ka'abeje' yaan a bin koonol	Ka'abeje' yaan a bine'ex koonol	PERSON:2_PL
Táan wáaj a bine'ex ich kool	Táan wáaj u bino'ob ich kool	PERSON:3_PL
Jayp'éel k'iino'ob ku bino'ob merkaado	Jayp'éel k'iino'ob ku bin merkaado	PERSON:3_SI
To'one' ti' k taali'	To'one' ti' k taali'	NOCHANGE
Yaan u suut tu naajil xook	Yaan u suut tu naajil xook	NOCHANGE
Te'exe' yaante'ex u áanalte'il u xookil matemáticas	To'onen yaanto'on u áanalte'il k xook matemáticas	PERSON:1_PL
Yaan a báaxal tu naajil báaxal	Yaan k báaxal tu naajil báaxal	PERSON:1_PL
Jach k'a'abéet in bin tu k'íiwikil koonol	Jach k'a'abéet a bine'ex tu k'íiwikil koonol	PERSON:2_PL
Jach k'a'abéet a bine'ex merkaado	Jach k'a'abéet u bin merkaado	PERSON:3_SI
Ma' k'aja'anto'on buka'aj k ja'abili'	Ma' k'aja'antech buka'aj a ja'abili'	PERSON:2_SI
To'one' k u'uyik wáaj ooxol	To'one' k u'uyik wáaj ooxol	NOCHANGE
Suuk in manik ya'abach ba'alob tu k'íiwikil koonol	Táant in manik ya'abach ba'alo'ob tu k'íiwikil koonole'	ASPECT:IMM;TENSE:PAS_SIM
Táan a xooke'ex xook tu naajil xook	Táan a xooke'ex xook tu naajil xook	NOCHANGE
Ba'atelnajo'ob te' tu kúuchil báaxalo'	Ba'atelnajo'ob te' tu kúuchil báaxalo'	NOCHANGE
Ts'oka'an wáaj a beel	Ts'oka'an wáaj a beele'ex	PERSON:3_PL
Táan u kaaxtik a wotoch	Táan u kaaxtik a wotoch	NOCHANGE
Ta núukaje'ex buka'aj a ja'abile'ex	Tu núukaj buka'aj u ja'abilo'ob	PERSON:3_PL
Te'exe' ka báaxale'ex paarkée	Teche' ka báaxal paarkée	PERSON:2_SI
Jbinech yéetel a éetailo'ob tu k'íiwikil koonol	Te'exe' jbine'ex yéetel a éetailo'ob tu k'íiwikil koonol	PERSON:2_PL
Leti'e' áak'ab ku bin tu k'íiwikil koonol	Te'exe' áak'ab ka bine'ex tu k'íiwikil koonol	PERSON:2_PL
Tu'ux k'íiwikil koonol ka jóok'ol koonol	Tu'ux k'íiwikil koonol ka jóok'ol koonol	NOCHANGE
Leti'obe' kajakbalo'ob weye'	Te'exe' kajakbale'ex weye'	PERSON:2_PL
Ba'atelnajo'ob te' tu kúuchil báaxalo'	Ba'atelnaje'ex te' tu kúuchil báaxalo'	PERSON:2_PL
Táan in báaxal tu naajil báaxal	Táan in báaxal tu naajil báaxal	NOCHANGE
Jayp'éel k'iino'ob ku bino'ob merkaado	Jayp'éel k'iino'ob ku bino'ob merkaado	NOCHANGE
Táan u xooko'ob tu naajil xook	Táan a xooke'ex xook tu naajil xook	PERSON:2_PL
Ma' táan a bin ich kooli'	Ma' táan u bin ich kooli'	PERSON:3_SI
Ma' táan u bino'ob ich kooli'	Ma' táan u bin ich kooli'	PERSON:3_SI
Táan wáaj a bine'ex koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
To'one' ti' in taalo'oni'	To'one' ti' in taalo'oni'	NOCHANGE
Mix leti'ob kajakbalo'ob ta wotoch	Ma' kajakbale'ex tin wotochi'	PERSON:2_PL
Máax yéetel kajakbalen	Máax yéetel kajakbalen	NOCHANGE
Teche' ka bin paak'áal ich kool	To'one' kek bin paak'áal ich kool	PERSON:1_PL
Ta konaj wáaj a wotoch	Ta konaj wáaj a wotoch	NOCHANGE
Táan a báaxale'ex báaxal tu naajil báaxal	Táan a báaxal tu naajil báaxal	PERSON:2_SI
Jach k'a'abéet u bin merkaado	Jach k'a'abéet a bine'ex merkaado	PERSON:2_PL
Ts'oka'an wáaj a beel	Ts'oka'an wáaj k beel	PERSON:1_PL
Leti'obe' ku báaxalo'ob paarkée	To'one' k báaxal paarkée	PERSON:1_PL
Ma' tu yilaj u sáastal tu kaajali'	Ma' tu yilo'ob u sáastal tu kaajalo'obi'	PERSON:3_PL
Ma' táan u bino'ob koonol tu k'íiwikil koonol	Ma' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
To'one kek bin páak ich kool	Te'exe' ka bine'ex páak tu kool	PERSON:2_PL
Táan a meyaj ich kool	Táan u meyajo'ob ich kool	PERSON:3_PL
Yaan wáaj k bin koonol merkaado	Yaan wáaj a bine'ex koonol merkaado	PERSON:2_PL
Tu núukaj buka'aj u ja'abil	Ta núukaje'ex buka'aj a ja'abile'ex	PERSON:2_PL
Leti'e' bin áalkab te' taam paarkéeo'	Te'exe' bine'ex áalkab te' taam paarkéeo'	PERSON:2_PL
